Id,twitter,polarity,aspect1,aspect2,aspect3,aspect4
576,"Sextou🚩Vamos  reforçar a união de todos por um Brasil sem Bolsonaro, sem fascismo e sem pandemia de coronavírus, pandemia de fakenews e pandemia de ultraliberalismo econômico! Vamos nos seguir e crescer essa corrente! #SextaVermelhaSdv https://t.co/8pIiRbSreH",1,bolsonaro,fascismo,pandemia,fake news
577,Eu não passei rímel pra ir pro dentista não né? E a saudade de rebolar no closet só aumenta (nunca me imaginei com saudades do closet) \n\nCORONAVIRUS STOOOOOOOOOOOOOOOOOOOOOOOOOOOP,1,coronavirus,none,none,none
578,Será que eu só conheci ele por causa do coronavírus?,1,coronavírus,none,none,none
579,Saiba como fazer o teste diagnóstico de coronavírus https://t.co/RhcyAFcMfp https://t.co/N5sXC9gepc,1,teste,diagnóstico do coronavírus,none,none
580,"#Coronavirus Eu encorajo o Brasil, nem tudo serão mortes",1,coronavírus,none,none,none
581,Plano de saúde distribui ‘kit Covid-19’ com hidroxicloroquina em Santa Catarina. Siga:@gazeta_brasil \nhttps://t.co/qwPZFDp4Jp,1,kit covid-19,hidroxicloroquina,santa catarina,none
582,Turuçu está sem casos ativos de coronavírus https://t.co/qA6pAl6ocd https://t.co/tDFOVslfL6,1,turuçu,coronavírus,none,none
583,Vai chegar uma vacina para o Coronavírus mas não chega esse grenal 👌🏽,1,vacina,none,none,none
584,"Nunca mais ninguém falou de Dengue, será que o mosquito pegou coronavirus e morreu? KKKKKKKKKKK",1,dengue,coronavírus,none,none
585,Campanhas de arrecadação para os povos indígenas no enfrentamento do coronavírus #IndígenasECovid19 \n\nOrganizando em thread todas as vaquinhas e campanhas. Segue o \U0001f9f5\n\n👇🏽,1,campanha de arrecadação,povos indígenas,enfrentamento do coronavírus,none
586,Afinal não é preciso ir muito longe para achar a criatividade necessária para lidar com uma pandemia. Imagem de 1915 de aulas a bordo de um Ferry em Nova Iorque para travar surtos de tuberculose. https://t.co/leIleemwys,1,none,none,none,none
587,Só conseguimos fazer a tarefinha depois que ela desenhou o Coronavirus indo embora do planeta Terra,1,coronavirus,none,none,none
588,"A população de Vitória da Conquista e região já pode celebrar mais um avanço no combate à Covid-19. Hoje, iremos abrir mais 10 leitos de UTI exclusivos para tratamento de pacientes com coronavírus no Hospital Geral de Vitória da Conquista. https://t.co/DH0Vt7PHW4",1,leitos de uti,vitória da conquista,none,none
589,"@insatisfatoria @euseiquemeama, aniversário temática: coronavírus! 😍",1,aniversário temática coronavírus,none,none,none
590,"O coronavírus nunca me assustou, eu já peguei coisa pior ainda chamei de amor",1,coronavirus,none,none,none
591,"UFMG vai detectar comportamento e alcance do coronavírus em Betim: https://t.co/XH7oRPa831. A primeira etapa da pesquisa concluiu que, na cidade da Região Metropolitana de Belo Horizonte, existem 11 não notificados para cada caso confirmado de covid-19. https://t.co/vo53OhK5Zp",1,UFMG,alcance do coronavírus,betim,belo horizonte
592,Protocolo de volta às aulas do Sesc sugere uso de espaços ao ar livre das escolas e indica reação adequada em casos de contágio por coronavírus https://t.co/ub8edIWz50,1,protocolo de volta às aulas,sesc,casos de contágio,none
593,Alcolumbre prorroga MPs com ações de enfrentamento ao novo coronavírus https://t.co/7c2IN0wjdp,1,Alcolumbre,ações de enfrentamento,Mps,none
594,Papa Francisco agradeceu o MST por ter distribuído toneladas de alimentos às famílias pobres durante a pandemia do novo coronavírus. Vou aguardar Francisco parabenizar @jairbolsonaro pelo auxílio emergencial que reduziu a extrema pobreza ao menor nível em 40 anos,1,papa francisco,mst,tonelada de alimentos,famílias pobres
595,"Hoje apresentei, em entrevista coletiva, o mapa nacional do coronavírus. Maranhão se mantém entre os estados com menores taxas de transmissão, identificados em verde. https://t.co/CfLQMGkQs5",1,mapa nacional do cornoavírus,maranhão,taxa de transmissão,none
596,"No dia 12, em Guarulhos, SP, houve a reinauguração da cozinha comunitária na Ocupação Ponte Alta.\n\nEsta foi a primeira das três cozinhas comunitárias que estão em pleno funcionamento!\n\nColabore com o Fundo de Emergência para os afetados pelo coronavírus: https://t.co/HvirR2zsTv https://t.co/EYXPEE4VED",1,cozinha comunitária,guarulhos,fundo de emergência,none
597,"Farmacêuticas de todo o mundo estão correndo para desenvolver vacinas e tratamentos contra a doença semelhante à gripe, causada pelo novo coronavírus, que já infectou quase 14 milhões de pessoas e matou mais de 580 mil em todo o mundo",1,vacina,tratamento,farmacêuticas,none
598,nossa eu tive um sonho misturando coronavirus com the last of us to assombrada até agora,-1,cornavirus,none,none,none
599,Tinha 33 anos e mais de 1 milhão de seguidores no Instagram. Antes de adoecer chegou a dizer que o #coronavírus não existia. Deixou 3 filhos,-1,instagram,coronavírus,none,none
600,Mundo tem mais de 40 milhões de casos de coronavírus,-1,40 milhões de casos,mundo,coronavirus,none
601,@jldevicente CoronaVirus news?? ... &gt;&gt;&gt; IGNORAR.,1,cornavírus,none,none,none
602,Um sucesso viral? A sequência do coronavírus produz uma música surpreendentemente agradável https://t.co/bEMSP4Ak7s via @ZAP,1,música,coronavírus,none,none
603,Enquanto a primeira-ministra da Nova Zelândia é reeleita de maneira avassaladora sobretudo pela seriedade com que conduziu o combate ao coronavírus,1,primeira ministra da nova zelândia,reeleita,combate ao coronavírus,none
604,@AlbuquerqueDavy E a ameaça é o coronavirus,-1,coronavírus,ameaça,none,none
605,"Há uma diferença entre dizer ""Estou bem"" e ""Me sinto bem"". Com Cristo é possível sentir-se bem mesmo quando não se está bem. \n(John Piper em ""Coronavirus e Cristo"")",1,coronavírus e cristo,none,none,none
606,Risco de contaminar-se ao ar livre é quase zero,1,risco de contaminação,none,none,none
607,O país é o segundo do mundo em mortes provocadas pelo coronavírus e vive um momento de leve queda no registro de casos e mortes\nhttps://t.co/TrQO6KnSPq,,,,,
608,JSHHSHDH QUE BOLUDA ME OLVIDE DEL CORONAVIRUS ojo,,,,,
609,Estudo brasileiro divulgado em 13/10 na plataforma medRxiv comprova que o vírus SARS-CoV-2 é capaz de infectar células do tecido cerebral,,,,,
610,"Não existiram contágios entre pessoas. Descarta-se que um vírus fosse a causa ou o responsável pelas pessoas falecidas informadas pela mídia oficial como ′′ por coronavirus "".\nPortanto",,,,,
611,Dificilmente teremos vacina comprovadamente eficaz contra o #Coronavirus antes do 2º trimestre/2021. \n\nE qdo surgir obviamente não será p/todos. Prioridade inicial será grupos de risco e profissionais da saúde. \n\nVacinação obrigatória é tema q não deveria tirar o sono de ninguém.,,,,,
612,Fodeu \nhttps://t.co/cNl2mdlOcQ #coronavírus,,,,,
613,@everas_duda @g1 Opa bom dia coleguinha,,,,,
614,Bolsas globais avançam nesta segunda-feira,,,,,
615,A #pandemia é algo sério e precisamos pensar em como vamos viver esse novo normal. Para responsabilidade em saúde,,,,,
616,Se depender da campanha eleitoral nas cidades pequenas,,,,,
617,A pandemia provocada pelo novo #coronavírus já fez pelo menos 1.114.836 mortos em todo o mundo desde que foi notificado o primeiro caso na China,,,,,
618,Covid-19. Bastonário dos Médicos acusa ministra da Saúde de não ter tomado todas as medidas\xa0 https://t.co/Nuurpzp8Ka,,,,,
619,Lave as mãos! Mantenha a higiene em dia para derrotarmos o #CoronaVírus,,,,,
620,Aplicação 'Stayaway Covid' com mais de dois milhões de utilizadores https://t.co/zQUUP23jph https://t.co/ssUspem8vg,,,,,
621,https://t.co/wCZ6fbkDR1 as fraudes eletrônicas na pandemia do novo coronavírus,,,,,
622,A pandemia pôs à prova a operacionalidade e a inteligência dos líderes mundiais. A atuação de Trump e Bolsonaro,,,,,
623,Descobri que no Japão quando caíram as bombas atômicas morreram entre 28 mil e 49 mil pessoas.\nAssustador não é?\n\nE de Coronavirus no Brasil já somam mais de 150 mil mortes.\n\nEu tenho medo. Sério.,,,,,
624,Morando na Holanda #coronavírus,,,,,
625,Tabela mostra qual é o risco de infecção por coronavírus durante eventos https://t.co/cYje5bZFYS via @otempo,,,,,
626,💙 Na espera pela vacina que garanta a imunidade,,,,,
627,Marcelo recebe profissionais de saúde em Belém para decidir estratégia consensual https://t.co/Rq5tELnAMN,,,,,
628,FOCUS: Projeções de IPCA e dólar sobem novamente #coronavírus,,,,,
629,Até Papai Noel tem que se adaptar a curso virtual por causa do coronavírus https://t.co/KnNNwIuRVn https://t.co/VCOqggDgt3,,,,,
630,Você tomaria a vacina chinesa contra o novo coronavírus?,,,,,
631,Secretaria de Saúde de Natal recomenda usar ivermectina para prevenir e tratar coronavírus; SAIBA COMO https://t.co/ca9zEhglyW via @agora_rn,,,,,
632,@BomDiaBrasil Agora com a época de chuvas,,,,,
633,coronavírus seu desgraçado é tudo culpa sua seu arrombado de merda,,,,,
634,"Secretário de Saúde vê pandemia ""sob controle"" no Estado. Confira: https://t.co/3qWfjyhwSP\n\n#pandemia #sp #covid #coronavirus https://t.co/hnHyCVLqYY",,,,,
635,O Comité Alemão de Investigação Coronavírus reuniu equipe internacional de advogados com vista a disputar judicialmente “o maior caso de delito civil de todos os tempos,,,,,
636,Cuiabá registra o primeiro caso de animal de estimação infectado pelo coronavírus https://t.co/XAONP7KvVn,,,,,
637,a pessoa arriscar pegar coronavírus para ir num show com uma mulher cantando mal desse jeito kkk por deus https://t.co/h3c52MKvsE,,,,,
638,EU tomei Ivermectina como ação preventiva ao COVID19,1,Ivermectina,ação preventiva,covid19,none
639,💡\n\nQuem engana não é dos nossos\n \n🎙Sh Ali Abdune \n\n🔖#Português\nhttps://t.co/qnSq3kRegQ\n\n🔖Árabe\nhttps://t.co/aLgIUYzKF6\n\n@WAMYbr\n #WAMY_br\n\n💌 https://t.co/7cKj6pODeY\n\n#the_way_to_paradise \n#رحاب_الدعوه #Islam #البرازيل #Mohammed #Allah #Apple #coronavirus #ومضه_حرف #البرتغال https://t.co/Mg4YTYPYdp,,,,,
640,Cuba anuncia segunda vacina contra o coronavírus https://t.co/4uSxrkFZaD,,,,,
641,#Coronavírus Saiba como se proteger!\n\n🤧Cubra a boca e o nariz. Use os braços ou lenço descartável\n➡️Evite usar as mãos. E,,,,,
642,Coronavírus: Como alguns países estão respondendo ao ressurgimento de casos https://t.co/WvJmWBmmHn https://t.co/X3Hlr2FcxV,,,,,
643,Em meio ao crescimento dos novos casos do coronavírus Sars-CoV-2,,,,,
644,@leaocarol_ não tem coronavirus não tem coronavirus pq o nosso deus é contra todos os vírus gloriasjesuscristo gloriasjesuscristo,,,,,
645,A imprensa em geral parece estar confundindo vacinação infantil –estudada,,,,,
646,Filas para vacina contra gripe e falta de organização das autoridades preocupam utentes. “É contraproducente”\n\nVeja a reportagem completa em https://t.co/mrjN9Xhp8C\n#Vacina #Gripe #Saude #Portugal #Covid19 #Covid #Covid19PT #Coronavirus #Pandemia #Renascença #AParComOMundo https://t.co/NxrO1JvLSP,,,,,
647,Notícias &amp; Atualizações do #Coronavirus - Perdeu algo? Ouça o #Podcast https://t.co/BFVGXtzyBU,,,,,
648,Mundo supera 40 milhões de casos de coronavírus,,,,,
649,Coronavírus: Bélgica enfrenta ‘tsunami’ de infecções,,,,,
650,A ciência agora prova o que era evidente : BOLSONARO GENOCIDA !\nhttps://t.co/DdUpLBdldz,,,,,
651,Agora no Notícia na Manhã:\n\nEntrevista com Sandra Ribeiro de Abreu,,,,,
652,@Jeff4lmeida e eles tão saqueando essa igreja desde ano passado\nsó n tacaram fogo antes por causa do coronavirus\nmas agora voltaram ao ofício do vandalismo,,,,,
653,Da China veio o coronavírus e da China compraremos a vacina. Fosse os EUA ou seus aliados,,,,,
654,@freezerohedge Tudo virou coronavírus,,,,,
655,Os países que mais controlaram o coronavírus,,,,,
656,Único ponto positivo do Coronavirus foi a redução drástica de outras doenças... https://t.co/zz9JCFuwNt,,,,,
657,Cuba anuncia segunda vacina contra Covid-19 em fase de testes\nhttps://t.co/Te5yEqKHYa,,,,,
658,E-mails do filho de Joe Biden expostos pela Fox mostram que ele abriu a Casa Branca para empresas chinesas em troca contratos de consultoria. Se Joe Biden ganhar as eleições nos EUA,,,,,
659,Novo coronavírus fica por um mês na tela de celular. 🦠📲  Veja o resultado da pesquisa em outras superfícies: https://t.co/S9P6pAj3lW https://t.co/PeTLvBfo8N,,,,,
660,@1GABRlELinHeLL Nenhuma mídia de direita alternativa defende Bolsonaro das acusações do coronavirus. Porque são contra o Ministério da Saúde do seu governo\n\nFica difícil mesmo.,,,,,
661,Só pega coronavírus quem não é forte espiritualmente viu,,,,,
662,Julho: República Tcheca faz festa de despedida à pandemia,,,,,
663,"Você já perdeu alguém pro coronavírus?\n""Perdi duas tias. Mas elas já tinham mais de 80 anos""\n""E sua mãe? Com 78 anos ela é do grupo de risco""\n""Não",,,,,
664,Morre 12º morador de lar de idosos que teve surto de Covid em Gramado\n\n▶ https://t.co/Cn3bFq9HCw https://t.co/VVXER7SWVR,,,,,
665,Ue' agora e falha ? Antes era o governo federal que estava escondendo os dados. https://t.co/3B920lBr0n via @JornalExtra,,,,,
666,Meu ponto de vista: o “acerto” feito com a China pelo vagabundo Doria,,,,,
667,Nova onda de coronavírus em Salvador pode ser avassaladora,-1,nova onda de coronavírus,salvador,none,none
668,O mesmo pessoal que está maliciosa e vilmente questionando o “atestado científico” da coronavac é aquele que enfiou cloroquina até no cabelo para efetivar profilaxia ante o coronavírus. Não é lindo,,,,,
669,Pesquisadores da Unicamp encontraram o novo coronavírus em cérebros de pacientes mortos pela doença,,,,,
670,o cara brilhou no início da cobertura sobre o coronavírus,,,,,
671,Sobe o número de pacientes internados em UTIs Covid em Chapecó\nConfira\nhttps://t.co/1Hd7vszpGK,,,,,
672,Será a primeira vez em anos que ficarei no Brasil no meu aniversário,,,,,
